DATE,RVI,RMSE,INCIDENCE,ELEVATION,DIRECTION,DLAT,DLON,DX,DY,ZIPFILE,RVIC
2019-11-19,2.0284070578665574,0.0174042791494681,38.32478467806684,33.95090976425203,-1,-0.5451210380776388,-0.0399162832148363,-945.0,6041.0,S1A_IW_GRDH_1SDH_20191119T094141_20191119T094206_029978_036BF8_FE56.zip,2.02702936632789
2019-11-25,2.026091097839736,0.0155035504226661,38.31940959490476,33.94629373207278,-1,-0.5452818980625267,-0.0387862051870229,-945.5,6041.5,S1B_IW_GRDH_1SDH_20191125T094059_20191125T094124_019082_024030_0CB6.zip,2.0256982374388515
2019-11-27,2.024398987917666,0.0177962195858253,38.63795195978933,34.21699951277093,1,0.303264751707502,-0.0974311360309059,-292.5,3297.0,S1A_IW_GRDH_1SDV_20191127T212223_20191127T212248_030102_03704B_A3B5.zip,2.025632519848358
2019-12-01,2.02818072530899,0.0165503794341711,38.32141991622426,33.94797632932205,-1,-0.5452136856698218,-0.0393953502947965,-945.5,6041.5,S1A_IW_GRDH_1SDH_20191201T094140_20191201T094205_030153_037209_ED34.zip,2.0260556506892153
2019-12-09,2.0251560617758737,0.0166115880032081,38.63787782597228,34.21690336182166,1,0.3033427863585487,-0.0972809529032119,-292.5,3297.0,S1A_IW_GRDH_1SDV_20191209T212223_20191209T212248_030277_03764B_3C24.zip,2.0261368392961754
2019-12-13,2.027445308150635,0.0138028193362809,38.318125242247504,33.94517108488062,-1,-0.5452815566515739,-0.0386685976380789,-945.5,6041.5,S1A_IW_GRDH_1SDH_20191213T094140_20191213T094205_030328_037818_0AAB.zip,2.026111676263707
2019-12-19,2.0239907299584834,0.013074401907064,38.32541015952101,33.95140065628426,-1,-0.5452400277039544,-0.0401471016375083,-935.5,6041.5,S1B_IW_GRDH_1SDH_20191219T094058_20191219T094123_019432_024B4C_9B27.zip,2.02517715010169
2019-12-21,2.020748419599353,0.0137070792944877,38.64150719256526,34.219946982606906,1,0.3033760019519462,-0.0964228822656707,-283.0,3292.0,S1A_IW_GRDH_1SDV_20191221T212222_20191221T212247_030452_037C59_E2AB.zip,2.024270901306583
2019-12-25,2.0224529562980305,0.0127858679384105,38.31762147172444,33.94474924969918,-1,0.6838080583966502,0.2925648362496602,-1003.0,-7643.5,S1A_IW_GRDH_1SDH_20191225T094200_20191225T094225_030503_037E22_C70E.zip,2.0237174464267196
2020-01-06,2.0254524960537394,0.0131802537996793,38.324202345295895,33.95037989889428,-1,0.6838619162554096,0.291175031171349,-992.0,-7644.0,S1A_IW_GRDH_1SDH_20200106T094159_20200106T094224_030678_038429_1103.zip,2.0238719254452824
2020-01-12,2.025451514552473,0.0147483233047168,38.31827090080117,33.945376875273084,-1,0.683851408602159,0.2927273421945955,-1012.0,-7643.5,S1B_IW_GRDH_1SDH_20200112T094117_20200112T094142_019782_02566F_0283.zip,2.0244212712344734
2020-01-14,2.02448507563812,0.0157609727487547,38.64422187447571,34.222252981748134,1,0.303429154754177,-0.0958028210780526,-283.0,3297.0,S1A_IW_GRDH_1SDV_20200114T212221_20200114T212246_030802_03887E_6076.zip,2.024746237534973
2020-01-18,2.0272260599410163,0.0138662037835269,38.3276873130345,33.953400915771745,-1,0.6838543994983013,0.2907316545746568,-992.0,-7643.5,S1A_IW_GRDH_1SDH_20200118T094159_20200118T094224_030853_038A4C_9573.zip,2.0250862750719296
2020-01-24,2.0262967686094915,0.0133523893793736,38.31828832119187,33.94540363673228,-1,0.6838808752638386,0.2927966404716358,-1012.0,-7644.0,S1B_IW_GRDH_1SDH_20200124T094117_20200124T094142_019957_025C05_66CB.zip,2.025528050900033
2020-01-26,2.0232700784555955,0.0145242300469043,38.64207752506684,34.22048412967428,1,0.3034213644321113,-0.0964268074062175,-287.5,3297.0,S1A_IW_GRDH_1SDV_20200126T212221_20200126T212246_030977_038EA8_F5F5.zip,2.02525296533108
2020-01-30,2.0242434456762544,0.0132602089915521,38.325832600644496,33.95210205094767,-1,0.6837352167771513,0.2915589857640839,-1001.5,-7644.0,S1A_IW_GRDH_1SDH_20200130T094158_20200130T094223_031028_03906F_AEBB.zip,2.024908298502487
