DATE,RVI,RMSE,INCIDENCE,ELEVATION,DIRECTION,DLAT,DLON,DX,DY,ZIPFILE,RVIC
2018-11-30,2.022386331850374,0.0164508766906109,42.34294412790757,37.34748618970205,-1,0.0876164509680528,-0.5763689566293877,6160.0,506.5,S1B_IW_GRDH_1SDV_20181130T082111_20181130T082136_013831_019A31_76DC.zip,2.0228395950637346
2018-12-12,2.0221897377569165,0.0161761005694181,42.34472496329981,37.34893025117027,-1,0.0875800033093128,-0.5767644611048794,6165.0,506.5,S1B_IW_GRDH_1SDV_20181212T082110_20181212T082135_014006_019FDF_AC75.zip,2.022721608890692
2018-12-24,2.021801485924925,0.0156395054245583,42.34279857620293,37.34740041703428,-1,0.0877390239836799,-0.5762231828402946,6160.5,501.5,S1B_IW_GRDH_1SDV_20181224T082110_20181224T082135_014181_01A5A9_9D6E.zip,2.0227990521480073
2019-01-05,2.022661659026153,0.0165480561443395,42.34637812994828,37.350352073835445,-1,0.0876880612622486,-0.5768865100045772,6165.0,506.5,S1B_IW_GRDH_1SDV_20190105T082110_20190105T082135_014356_01AB66_293A.zip,2.022910956470618
2019-01-17,2.0226555189133637,0.0166791774955862,42.34549634706556,37.34961016465788,-1,0.0875007250266932,-0.5767679910003807,6165.0,506.5,S1B_IW_GRDH_1SDV_20190117T082109_20190117T082134_014531_01B10C_52CB.zip,2.022972561656745
2019-01-28,2.0230370424159303,0.0238532494769722,39.96542418833365,35.34646843195116,1,-0.2183980472178817,0.2561373644461184,2073.5,-2952.5,S1B_IW_GRDH_1SDV_20190128T212724_20190128T212800_014699_01B67A_A802.zip,2.02274038312156
2019-01-29,2.021265373550166,0.0154487442201783,42.34290497667908,37.34739950265912,-1,0.0875456306986883,-0.5764543542105542,6165.0,506.5,S1B_IW_GRDH_1SDV_20190129T082109_20190129T082134_014706_01B6AE_5E97.zip,2.0224427463980215
2019-02-10,2.0218723665893488,0.0158032516822303,42.34235384362685,37.34698616284015,-1,0.0875172636639973,-0.5763082610429109,6160.0,506.5,S1B_IW_GRDH_1SDV_20190210T082109_20190210T082134_014881_01BC6A_7990.zip,2.022410209928372
2019-02-22,2.023965069444736,0.0186933174135253,42.34092233216861,37.34576290761267,-1,0.0876373011336753,-0.5760605308198308,6159.5,506.5,S1B_IW_GRDH_1SDV_20190222T082108_20190222T082133_015056_01C223_77A3.zip,2.022953262592453
2019-03-06,2.021973292886874,0.0157361355831189,42.3441973793616,37.348474021906966,-1,0.0876192704941658,-0.5766628980721862,6164.5,506.5,S1B_IW_GRDH_1SDV_20190306T082108_20190306T082133_015231_01C7EC_0B23.zip,2.022811372240361
2019-04-11,2.0212669865094903,0.0157214684182279,42.34150940523573,37.34594676315631,-1,0.0875778670154261,-0.5771282218273441,6168.0,506.5,S1B_IW_GRDH_1SDV_20190411T082109_20190411T082134_015756_01D920_B6F0.zip,2.022522435651084
2019-04-23,2.021811039880037,0.0160141520974821,42.338287403637125,37.34320839102256,-1,0.0876112647564966,-0.576614288001231,6163.0,506.5,S1B_IW_GRDH_1SDV_20190423T082110_20190423T082135_015931_01DEED_0036.zip,2.0224542607222107
2019-05-05,2.0216958332263286,0.0159929260971201,42.34278236520069,37.34716181030641,-1,0.0877193452983995,-0.5768312216602496,6164.0,506.0,S1B_IW_GRDH_1SDV_20190505T082110_20190505T082135_016106_01E4C9_17B4.zip,2.0223906700968834
2019-05-17,2.022058813926308,0.0167521610854711,42.344432248743885,37.34848853220499,-1,0.0877364335468335,-0.5771150514589038,6173.5,506.0,S1B_IW_GRDH_1SDV_20190517T082111_20190517T082136_016281_01EA41_BF74.zip,2.0224313015800104
2019-05-29,2.0218854201419605,0.0160622787427252,42.343759392126586,37.348008439568176,-1,0.0877816643511266,-0.5768174434747593,6164.0,506.5,S1B_IW_GRDH_1SDV_20190529T082111_20190529T082136_016456_01EFA0_9DD9.zip,2.0224058302974735
2019-06-10,2.020880484779254,0.0154588846469142,42.344240317069975,37.34832386807034,-1,0.0876026031723498,-0.5771132612415073,6173.5,506.0,S1B_IW_GRDH_1SDV_20190610T082112_20190610T082137_016631_01F4D8_B0D8.zip,2.0221447487593185
2019-06-22,2.0204758087517107,0.0150292265780989,42.34374855385766,37.347911207359815,-1,0.0876937590711435,-0.5770840233104337,6168.5,506.5,S1B_IW_GRDH_1SDV_20190622T082113_20190622T082138_016806_01FA0A_243B.zip,2.021834296178738
2019-07-04,2.020337118440608,0.0153344207570475,42.34349519228055,37.34767737799684,-1,0.0878396656681239,-0.5770362977151535,6168.0,504.0,S1B_IW_GRDH_1SDV_20190704T082113_20190704T082138_016981_01FF39_EE58.zip,2.021649340570264
2019-07-16,2.019897301654915,0.0152020688437973,42.34538174951326,37.34923247077191,-1,0.0878297736248079,-0.5773961176553541,6173.0,504.0,S1B_IW_GRDH_1SDV_20190716T082114_20190716T082139_017156_020465_F005.zip,2.021398281417594
2019-07-28,2.0195641985358104,0.0149747361488515,42.34229887467371,37.34668457352865,-1,0.0877607501543487,-0.5768983855799235,6168.5,504.0,S1B_IW_GRDH_1SDV_20190728T082115_20190728T082140_017331_02097C_F489.zip,2.0211290515215556
2019-08-09,2.0200674938740484,0.0153439737132665,42.3386952789668,37.34352395018277,-1,0.0877379784197316,-0.5767151623781288,6167.5,503.5,S1B_IW_GRDH_1SDV_20190809T082116_20190809T082141_017506_020EC3_84FB.zip,2.021070342637307
2019-08-21,2.021113383671993,0.0167379634134382,42.34056479200681,37.34517242495712,-1,0.0878181813980774,-0.5768151350062425,6168.0,504.0,S1B_IW_GRDH_1SDV_20190821T082116_20190821T082141_017681_02143A_D4D2.zip,2.0212718438874244
2019-09-02,2.019011302603705,0.0149647414932736,42.34471912985693,37.34867894213512,-1,0.0878237993439334,-0.5772517653717628,6173.0,504.0,S1B_IW_GRDH_1SDV_20190902T082117_20190902T082142_017856_0219A8_8C86.zip,2.0208942154796374
2019-10-08,2.019684525446374,0.0151982955181789,42.34291975043212,37.34722712139884,-1,0.087718926369444,-0.5770016704781398,6169.0,504.0,S1B_IW_GRDH_1SDV_20191008T082118_20191008T082143_018381_022A06_278A.zip,2.0207815876282904
2019-10-20,2.0222427899323607,0.0174150064942066,42.33942860277708,37.34437625578927,-1,0.0876613070057317,-0.5762541244328361,6159.0,504.0,S1B_IW_GRDH_1SDV_20191020T082118_20191020T082143_018556_022F66_9A4C.zip,2.0213419564268587
2019-11-01,2.022491389121576,0.0163893913088698,42.346367525299065,37.35023011306066,-1,0.0877210499207485,-0.5772828558714593,6169.5,503.5,S1B_IW_GRDH_1SDV_20191101T082118_20191101T082143_018731_0234E2_036C.zip,2.021835473616002
2019-11-13,2.0235313227527536,0.0178957772807318,42.34432386462317,37.34853969440395,-1,0.0877765448306178,-0.576744630423697,6164.5,503.5,S1B_IW_GRDH_1SDV_20191113T082118_20191113T082143_018906_023A88_2C00.zip,2.0224679333214746
2019-11-25,2.0224555299424734,0.0167735891596058,42.34750173392498,37.3513095333782,-1,0.0877741368044269,-0.5770220198044242,6170.0,503.5,S1B_IW_GRDH_1SDV_20191125T082118_20191125T082143_019081_024029_D206.zip,2.022670542348818
2019-12-19,2.0212784234997985,0.0160631933870856,42.34232877463611,37.34700938280722,-1,0.0875050754151303,-0.5761767190287514,6160.5,503.5,S1B_IW_GRDH_1SDV_20191219T082117_20191219T082142_019431_024B45_C357.zip,2.0225325888675236
2019-12-31,2.022241813140792,0.0161868482803502,42.342961156857065,37.347544676359306,-1,0.087572045734543,-0.5762740309162666,6160.5,503.5,S1B_IW_GRDH_1SDV_20191231T082116_20191231T082141_019606_0250DD_4C9F.zip,2.022670028559097
2020-01-12,2.022163019911241,0.0161905738448013,42.3447708206876,37.34902956441413,-1,0.0876255605860123,-0.5765657829035646,6165.5,503.5,S1B_IW_GRDH_1SDV_20200112T082116_20200112T082141_019781_025668_6367.zip,2.0227510471005923
2020-01-24,2.026813477923924,0.0243872701237876,42.34420883743631,37.34851329613348,-1,0.0876297370419685,-0.5765293655072199,6165.0,503.5,S1B_IW_GRDH_1SDV_20200124T082115_20200124T082140_019956_025BFE_2A1A.zip,2.023974772507412
2020-02-05,2.022181245340525,0.0165819684030976,42.35466195069026,37.35901237503842,-1,0.0858776284013629,-0.5721152040942101,6140.0,503.5,S1B_IW_GRDH_1SDV_20200205T082115_20200205T082140_020131_0261A9_32E4.zip,2.0237461143979183
2020-02-17,2.02423396478978,0.0197173457410845,42.35313244438009,37.35775078731652,-1,0.085756077028023,-0.5717891973057334,6130.0,503.5,S1B_IW_GRDH_1SDV_20200217T082115_20200217T082140_020306_02674B_5382.zip,2.0240925359331787
2020-02-29,2.0257111778556487,0.0223034008363417,42.357777239164335,37.361600450627606,-1,0.0857791557142597,-0.5727346348034104,6139.5,508.5,S1B_IW_GRDH_1SDV_20200229T082114_20200229T082139_020481_026CEA_918A.zip,2.024556306438795
2020-03-12,2.0214690608033363,0.0162186510505059,42.35327985240478,37.35784687392293,-1,0.0858790681309571,-0.5718421978763715,6129.5,503.5,S1B_IW_GRDH_1SDV_20200312T082115_20200312T082139_020656_027278_A321.zip,2.0240091519249046
2020-03-24,2.0226084564000977,0.0171314132618896,42.35517057867799,37.359453012830656,-1,0.0859584470557237,-0.5720735586620265,6139.5,503.5,S1B_IW_GRDH_1SDV_20200324T082115_20200324T082140_020831_0277FE_9045.zip,2.0238789507718513
